Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,PerformanceRating,WorkLifeBalance,,
35,No,Travel_Rarely,Research & Development,Master,Medical,Female,Mid Level,Healthcare Representative,High,Divorced,Yes,Excellent,Good,,
30,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Mid Level,Research Director,Low,Married,Yes,Excellent,Good,,
20,Yes,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,Low,Single,Yes,Excellent,Better,,
30,Yes,Travel_Frequently,Research & Development,Bachelor,Medical,Female,Entry Level,Laboratory Technician,Medium,Single,No,Excellent,Better,,
26,No,Travel_Rarely,Research & Development,College,Medical,Male,Junior Level,Manufacturing Director,Very High,Married,No,Excellent,Better,,
22,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,Entry Level,Laboratory Technician,Low,Married,No,Excellent,Good,,
48,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Healthcare Representative,High,Single,No,Excellent,Better,,
48,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Mid Level,Healthcare Representative,High,Single,No,Excellent,Better,,
41,No,Travel_Rarely,Research & Development,College,Medical,Female,Junior Level,Manufacturing Director,High,Single,No,Excellent,Better,,
39,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Female,Senior Level,Manufacturing Director,Very High,Married,No,Excellent,Better,,
27,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Junior Level,Manufacturing Director,Very High,Married,No,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,Bachelor,Other,Male,Entry Level,Laboratory Technician,Very High,Divorced,No,Outstanding,Good,,
42,No,Travel_Rarely,Sales,College,Marketing,Male,Executive Level,Manager,High,Married,No,Excellent,Best,,
50,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Better,,
59,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Senior Level,Manufacturing Director,Very High,Single,Yes,Excellent,Better,,
37,Yes,Travel_Rarely,Research & Development,College,Medical,Female,Junior Level,Healthcare Representative,Medium,Married,No,Excellent,Bad,,
55,No,Travel_Frequently,Research & Development,Master,Medical,Male,Junior Level,Healthcare Representative,Medium,Married,Yes,Excellent,Better,,
41,No,Non-Travel,Research & Development,Below College,Life Sciences,Female,Executive Level,Research Director,High,Divorced,No,Outstanding,Better,,
38,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Junior Level,Sales Executive,Very High,Single,Yes,Excellent,Better,,
26,Yes,Non-Travel,Sales,College,Medical,Male,Junior Level,Sales Executive,Low,Single,No,Excellent,Better,,
52,Yes,Travel_Rarely,Sales,Below College,Marketing,Female,Executive Level,Manager,Very High,Married,No,Excellent,Better,,
44,No,Travel_Rarely,Sales,Bachelor,Medical,Female,Senior Level,Sales Executive,Very High,Married,Yes,Excellent,Better,,
50,No,Non-Travel,Sales,Bachelor,Life Sciences,Female,Junior Level,Sales Executive,High,Married,No,Excellent,Better,,
36,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Entry Level,Laboratory Technician,Low,Single,No,Excellent,Better,,
39,No,Travel_Frequently,Research & Development,Bachelor,Medical,Female,Mid Level,Manufacturing Director,Low,Single,Yes,Excellent,Better,,
33,No,Non-Travel,Sales,Below College,Life Sciences,Female,Entry Level,Sales Representative,Very High,Single,No,Excellent,Good,,
45,No,Travel_Rarely,Sales,College,Life Sciences,Female,Senior Level,Manager,Very High,Married,No,Excellent,Best,,
32,No,Non-Travel,Research & Development,Master,Medical,Female,Entry Level,Laboratory Technician,High,Single,No,Excellent,Better,,
34,No,Travel_Rarely,Sales,Master,Marketing,Male,Junior Level,Sales Executive,Very High,Divorced,No,Excellent,Good,,
59,No,Travel_Rarely,Sales,College,Technical Degree,Male,Mid Level,Manager,Very High,Married,Yes,Excellent,Bad,,
45,No,Travel_Rarely,Human Resources,Master,Medical,Male,Entry Level,Human Resources,Medium,Single,No,Excellent,Better,,
53,No,Travel_Frequently,Sales,Bachelor,Marketing,Female,Mid Level,Sales Executive,Medium,Married,No,Excellent,Better,,
36,Yes,Travel_Rarely,Research & Development,Bachelor,Other,Male,Junior Level,Laboratory Technician,High,Divorced,No,Excellent,Good,,
26,Yes,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,Low,Married,Yes,Excellent,Better,,
34,No,Travel_Rarely,Sales,Master,Life Sciences,Female,Entry Level,Sales Representative,High,Married,Yes,Excellent,Better,,
28,No,Travel_Rarely,Sales,Below College,Medical,Male,Entry Level,Sales Representative,Medium,Married,No,Outstanding,Better,,
38,No,Travel_Frequently,Research & Development,Master,Other,Male,Entry Level,Research Scientist,High,Married,No,Excellent,Better,,
50,No,Travel_Rarely,Research & Development,Master,Medical,Male,Executive Level,Research Director,High,Married,Yes,Excellent,Good,,
37,No,Travel_Rarely,Research & Development,Bachelor,Other,Female,Junior Level,Healthcare Representative,Medium,Single,No,Excellent,Good,,
40,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Junior Level,Sales Executive,Low,Married,No,Excellent,Good,,
26,No,Travel_Frequently,Research & Development,Below College,Medical,Female,Entry Level,Research Scientist,High,Divorced,No,Excellent,Better,,
46,No,Travel_Rarely,Research & Development,Master,Medical,Male,Executive Level,Research Director,Very High,Divorced,No,Excellent,Better,,
54,No,Travel_Rarely,Sales,Master,Life Sciences,Female,Mid Level,Sales Executive,High,Married,No,Excellent,Better,,
56,No,Travel_Frequently,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,High,Married,No,Excellent,Better,,
36,No,Travel_Rarely,Research & Development,Doctor,Medical,Female,Mid Level,Manufacturing Director,Very High,Single,No,Excellent,Good,,
55,No,Non-Travel,Research & Development,Below College,Medical,Male,Senior Level,Manager,Low,Single,No,Excellent,Best,,
43,No,Travel_Rarely,Sales,Bachelor,Medical,Male,Mid Level,Sales Executive,Very High,Divorced,No,Excellent,Better,,
20,Yes,Travel_Frequently,Sales,Bachelor,Marketing,Female,Entry Level,Sales Representative,Very High,Single,Yes,Excellent,Better,,
21,Yes,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Laboratory Technician,Low,Single,No,Excellent,Good,,
46,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Junior Level,Research Scientist,Low,Divorced,Yes,Outstanding,Better,,
51,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Research Scientist,High,Married,Yes,Excellent,Best,,
28,Yes,Non-Travel,Research & Development,College,Technical Degree,Male,Mid Level,Healthcare Representative,Low,Single,No,Excellent,Good,,
26,No,Travel_Rarely,Research & Development,College,Medical,Male,Entry Level,Laboratory Technician,Low,Married,No,Excellent,Better,,
30,No,Travel_Rarely,Research & Development,Bachelor,Other,Male,Junior Level,Manufacturing Director,Low,Married,No,Excellent,Good,,
41,No,Travel_Rarely,Research & Development,College,Technical Degree,Female,Entry Level,Research Scientist,High,Married,No,Excellent,Better,,
38,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Female,Mid Level,Healthcare Representative,High,Married,No,Excellent,Good,,
40,No,Travel_Rarely,Research & Development,Master,Technical Degree,Male,Mid Level,Healthcare Representative,Very High,Married,No,Outstanding,Better,,
27,No,Non-Travel,Research & Development,Doctor,Life Sciences,Male,Entry Level,Laboratory Technician,High,Married,No,Excellent,Better,,
55,No,Travel_Frequently,Research & Development,Below College,Life Sciences,Male,Mid Level,Manufacturing Director,Medium,Married,No,Excellent,Better,,
28,No,Travel_Rarely,Research & Development,Bachelor,Other,Female,Junior Level,Research Scientist,High,Single,No,Excellent,Best,,
44,Yes,Travel_Rarely,Human Resources,College,Medical,Male,Mid Level,Human Resources,Low,Married,No,Excellent,Better,,
33,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Mid Level,Healthcare Representative,Very High,Divorced,No,Excellent,Better,,
35,Yes,Travel_Rarely,Sales,Bachelor,Technical Degree,Male,Mid Level,Sales Executive,Low,Single,Yes,Outstanding,Better,,
33,Yes,Travel_Frequently,Research & Development,Master,Medical,Female,Junior Level,Research Scientist,High,Single,No,Outstanding,Better,,
28,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Laboratory Technician,High,Divorced,No,Excellent,Good,,
34,No,Travel_Frequently,Research & Development,Below College,Life Sciences,Male,Junior Level,Healthcare Representative,Very High,Single,No,Excellent,Good,,
37,No,Travel_Rarely,Sales,Master,Life Sciences,Female,Junior Level,Sales Executive,Very High,Divorced,Yes,Excellent,Better,,
25,Yes,Travel_Rarely,Research & Development,Below College,Technical Degree,Male,Entry Level,Laboratory Technician,Very High,Married,Yes,Excellent,Best,,
26,Yes,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,High,Divorced,No,Outstanding,Good,,
33,Yes,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,Medium,Single,Yes,Outstanding,Better,,
42,No,Travel_Rarely,Research & Development,College,Medical,Male,Senior Level,Manager,Low,Married,No,Excellent,Better,,
28,Yes,Travel_Frequently,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Medium,Divorced,No,Excellent,Better,,
50,Yes,Travel_Frequently,Sales,Master,Other,Male,Junior Level,Sales Executive,High,Single,Yes,Excellent,Better,,
33,No,Travel_Frequently,Sales,Bachelor,Life Sciences,Female,Junior Level,Sales Executive,Medium,Married,No,Excellent,Better,,
34,No,Non-Travel,Research & Development,Master,Life Sciences,Male,Entry Level,Research Scientist,Very High,Married,No,Excellent,Better,,
48,No,Non-Travel,Research & Development,Master,Medical,Male,Senior Level,Manager,Very High,Single,No,Outstanding,Good,,
45,No,Non-Travel,Sales,Master,Life Sciences,Female,Junior Level,Sales Executive,High,Married,No,Excellent,Better,,
52,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Mid Level,Healthcare Representative,Medium,Single,No,Excellent,Better,,
38,No,Travel_Rarely,Sales,Master,Marketing,Male,Mid Level,Sales Executive,High,Divorced,Yes,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Entry Level,Research Scientist,Very High,Divorced,No,Outstanding,Better,,
28,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Mid Level,Manufacturing Director,Medium,Divorced,No,Excellent,Good,,
46,No,Travel_Rarely,Sales,Below College,Marketing,Male,Senior Level,Manager,High,Married,No,Excellent,Better,,
38,No,Travel_Rarely,Sales,College,Marketing,Male,Mid Level,Sales Executive,Medium,Single,No,Excellent,Better,,
43,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Female,Mid Level,Manufacturing Director,Low,Married,No,Excellent,Better,,
39,Yes,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Senior Level,Healthcare Representative,Very High,Divorced,No,Excellent,Better,,
40,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Executive Level,Research Director,High,Single,No,Excellent,Best,,
21,No,Travel_Rarely,Research & Development,Below College,Technical Degree,Female,Entry Level,Research Scientist,Medium,Single,Yes,Excellent,Best,,
39,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Laboratory Technician,Medium,Single,No,Excellent,Good,,
36,No,Non-Travel,Research & Development,Master,Life Sciences,Male,Junior Level,Manufacturing Director,Very High,Single,No,Outstanding,Better,,
31,No,Travel_Frequently,Sales,Bachelor,Life Sciences,Male,Entry Level,Sales Representative,Very High,Married,No,Excellent,Better,,
28,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,Entry Level,Research Scientist,Medium,Married,No,Excellent,Bad,,
35,No,Travel_Frequently,Sales,College,Marketing,Male,Junior Level,Sales Executive,Very High,Divorced,No,Excellent,Better,,
49,No,Travel_Rarely,Sales,Master,Technical Degree,Male,Senior Level,Sales Executive,Medium,Married,No,Excellent,Better,,
34,No,Travel_Frequently,Research & Development,College,Life Sciences,Male,Junior Level,Manufacturing Director,High,Single,No,Excellent,Good,,
29,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,Medium,Divorced,No,Excellent,Good,,
42,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Junior Level,Laboratory Technician,Very High,Single,No,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Junior Level,Manufacturing Director,Very High,Married,Yes,Excellent,Good,,
38,No,Travel_Rarely,Human Resources,Bachelor,Human Resources,Male,Entry Level,Human Resources,High,Married,No,Excellent,Best,,
28,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,High,Divorced,Yes,Excellent,Better,,
18,Yes,Non-Travel,Research & Development,Below College,Medical,Male,Entry Level,Laboratory Technician,High,Single,No,Excellent,Better,,
33,Yes,Travel_Rarely,Sales,Master,Marketing,Female,Junior Level,Sales Executive,Low,Single,Yes,Excellent,Better,,
41,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Married,Yes,Excellent,Better,,
31,Yes,Travel_Frequently,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,High,Married,No,Excellent,Good,,
37,No,Travel_Rarely,Research & Development,College,Medical,Female,Junior Level,Healthcare Representative,Very High,Divorced,No,Excellent,Better,,
27,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,High,Married,No,Excellent,Better,,
34,No,Travel_Rarely,Sales,Below College,Life Sciences,Female,Junior Level,Sales Executive,High,Married,No,Outstanding,Good,,
35,No,Travel_Rarely,Human Resources,Master,Technical Degree,Male,Entry Level,Human Resources,High,Single,No,Excellent,Bad,,
29,Yes,Travel_Rarely,Sales,Below College,Life Sciences,Female,Mid Level,Sales Executive,Low,Married,No,Excellent,Bad,,
40,No,Travel_Frequently,Research & Development,Master,Medical,Female,Mid Level,Research Director,High,Single,No,Excellent,Good,,
42,Yes,Travel_Frequently,Sales,Bachelor,Life Sciences,Male,Senior Level,Sales Executive,Low,Single,Yes,Excellent,Good,,
42,No,Travel_Rarely,Sales,Master,Marketing,Male,Junior Level,Sales Executive,Low,Single,No,Excellent,Best,,
35,No,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Laboratory Technician,High,Married,No,Excellent,Better,,
24,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Medium,Single,No,Outstanding,Better,,
28,Yes,Travel_Rarely,Research & Development,Below College,Life Sciences,Female,Entry Level,Laboratory Technician,Very High,Married,Yes,Excellent,Good,,
26,No,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Laboratory Technician,Very High,Married,No,Outstanding,Better,,
30,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Junior Level,Sales Executive,High,Married,No,Excellent,Better,,
40,No,Travel_Frequently,Research & Development,College,Medical,Female,Junior Level,Research Scientist,Very High,Married,Yes,Excellent,Bad,,
35,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Mid Level,Manufacturing Director,Medium,Divorced,No,Excellent,Best,,
34,No,Travel_Frequently,Research & Development,Bachelor,Medical,Male,Junior Level,Healthcare Representative,Low,Single,No,Outstanding,Better,,
35,No,Travel_Frequently,Research & Development,Master,Other,Male,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Best,,
43,Yes,Travel_Rarely,Sales,Bachelor,Marketing,Female,Junior Level,Sales Executive,High,Single,No,Excellent,Good,,
32,No,Non-Travel,Sales,Below College,Life Sciences,Female,Entry Level,Sales Representative,Low,Divorced,No,Excellent,Better,,
56,No,Travel_Rarely,Research & Development,Master,Technical Degree,Female,Executive Level,Manager,Low,Divorced,No,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Below College,Medical,Female,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Better,,
19,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,Low,Single,No,Outstanding,Better,,
45,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,High,Married,Yes,Excellent,Good,,
37,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Manufacturing Director,Very High,Married,No,Excellent,Good,,
20,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,High,Single,No,Excellent,Good,,
44,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Research Scientist,High,Single,Yes,Excellent,Better,,
53,No,Travel_Rarely,Research & Development,College,Medical,Female,Executive Level,Manager,High,Divorced,No,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Female,Entry Level,Research Scientist,Very High,Married,Yes,Excellent,Good,,
22,Yes,Travel_Frequently,Research & Development,Master,Life Sciences,Male,Entry Level,Research Scientist,Very High,Married,Yes,Excellent,Better,,
46,No,Travel_Rarely,Sales,Bachelor,Marketing,Female,Senior Level,Manager,Low,Married,No,Outstanding,Better,,
44,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,High,Single,No,Excellent,Better,,
33,No,Travel_Rarely,Human Resources,Bachelor,Human Resources,Male,Entry Level,Human Resources,High,Married,No,Excellent,Better,,
41,Yes,Non-Travel,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,Low,Divorced,No,Excellent,Bad,,
30,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Junior Level,Sales Executive,Low,Divorced,No,Excellent,Better,,
40,No,Travel_Frequently,Sales,Master,Medical,Male,Junior Level,Sales Executive,Medium,Married,No,Excellent,Better,,
50,No,Travel_Frequently,Research & Development,Bachelor,Medical,Female,Senior Level,Manager,Low,Married,No,Outstanding,Better,,
28,No,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Laboratory Technician,Low,Married,No,Excellent,Better,,
46,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Executive Level,Research Director,Medium,Married,No,Excellent,Better,,
35,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Junior Level,Sales Executive,Low,Married,Yes,Excellent,Better,,
24,Yes,Travel_Rarely,Research & Development,College,Life Sciences,Female,Entry Level,Laboratory Technician,Medium,Married,No,Excellent,Bad,,
33,No,Travel_Frequently,Sales,Bachelor,Medical,Female,Junior Level,Sales Executive,High,Married,No,Excellent,Good,,
36,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Laboratory Technician,High,Divorced,No,Excellent,Better,,
30,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Laboratory Technician,High,Divorced,No,Excellent,Good,,
44,No,Travel_Rarely,Research & Development,Master,Other,Male,Junior Level,Research Scientist,Very High,Single,No,Outstanding,Better,,
20,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Entry Level,Sales Representative,Very High,Single,No,Excellent,Better,,
46,No,Travel_Rarely,Research & Development,Master,Technical Degree,Male,Junior Level,Manufacturing Director,Very High,Divorced,No,Excellent,Good,,
42,No,Non-Travel,Human Resources,Doctor,Medical,Male,Junior Level,Human Resources,Low,Married,No,Excellent,Best,,
60,No,Travel_Rarely,Sales,Master,Marketing,Male,Junior Level,Sales Executive,Very High,Divorced,Yes,Excellent,Better,,
32,No,Travel_Frequently,Research & Development,Bachelor,Other,Female,Entry Level,Laboratory Technician,Medium,Married,No,Outstanding,Better,,
32,No,Travel_Frequently,Research & Development,College,Life Sciences,Female,Junior Level,Research Scientist,High,Single,Yes,Excellent,Better,,
36,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Female,Mid Level,Manufacturing Director,Low,Divorced,Yes,Outstanding,Better,,
33,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,Very High,Married,No,Excellent,Better,,
40,No,Travel_Rarely,Sales,Bachelor,Technical Degree,Female,Junior Level,Sales Executive,Medium,Divorced,No,Excellent,Best,,
25,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Junior Level,Sales Executive,Very High,Single,No,Excellent,Better,,
30,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,Medium,Married,Yes,Outstanding,Better,,
42,No,Travel_Frequently,Research & Development,Doctor,Medical,Female,Mid Level,Research Director,Low,Married,Yes,Excellent,Better,,
35,No,Non-Travel,Sales,College,Marketing,Female,Mid Level,Sales Executive,Very High,Married,Yes,Excellent,Good,,
27,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,Low,Married,Yes,Excellent,Good,,
54,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,Mid Level,Manufacturing Director,High,Divorced,No,Excellent,Bad,,
44,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Female,Entry Level,Research Scientist,Very High,Married,No,Excellent,Better,,
19,Yes,Non-Travel,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,Medium,Single,Yes,Outstanding,Best,,
29,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,Very High,Divorced,No,Excellent,Better,,
54,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Senior Level,Research Director,Very High,Married,No,Excellent,Better,,
31,No,Travel_Rarely,Research & Development,College,Medical,Male,Junior Level,Healthcare Representative,Low,Married,Yes,Excellent,Good,,
31,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Junior Level,Healthcare Representative,Low,Single,No,Excellent,Better,,
59,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Female,Junior Level,Sales Executive,Very High,Single,No,Excellent,Better,,
43,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Executive Level,Research Director,Very High,Married,No,Excellent,Better,,
49,No,Travel_Rarely,Research & Development,College,Medical,Male,Executive Level,Manager,High,Married,No,Excellent,Best,,
36,No,Travel_Frequently,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Research Scientist,Medium,Married,No,Excellent,Good,,
48,No,Travel_Rarely,Research & Development,College,Technical Degree,Male,Entry Level,Laboratory Technician,Medium,Single,No,Excellent,Good,,
27,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,High,Divorced,No,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Healthcare Representative,Very High,Divorced,Yes,Excellent,Better,,
48,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Executive Level,Research Director,Very High,Single,No,Excellent,Best,,
29,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Senior Level,Research Director,Very High,Divorced,No,Excellent,Good,,
34,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Female,Entry Level,Research Scientist,High,Married,No,Excellent,Good,,
44,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Executive Level,Manager,Medium,Married,No,Excellent,Better,,
33,No,Travel_Rarely,Sales,Doctor,Marketing,Male,Mid Level,Sales Executive,High,Divorced,Yes,Excellent,Better,,
19,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,Very High,Single,Yes,Excellent,Better,,
23,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,High,Married,No,Outstanding,Better,,
25,Yes,Travel_Frequently,Sales,Below College,Life Sciences,Male,Entry Level,Sales Representative,Very High,Single,Yes,Excellent,Better,,
26,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,Very High,Single,Yes,Outstanding,Good,,
45,Yes,Travel_Rarely,Sales,Bachelor,Marketing,Female,Executive Level,Manager,Medium,Single,Yes,Excellent,Better,,
55,No,Non-Travel,Research & Development,Below College,Medical,Male,Senior Level,Healthcare Representative,Medium,Divorced,Yes,Excellent,Better,,
21,Yes,Travel_Frequently,Research & Development,College,Life Sciences,Female,Entry Level,Laboratory Technician,High,Single,No,Outstanding,Bad,,
46,No,Travel_Rarely,Sales,College,Marketing,Female,Executive Level,Manager,Medium,Married,No,Excellent,Better,,
34,No,Travel_Rarely,Sales,Bachelor,Marketing,Female,Junior Level,Sales Executive,Low,Single,Yes,Excellent,Better,,
51,No,Travel_Frequently,Sales,Bachelor,Life Sciences,Male,Executive Level,Manager,Medium,Divorced,Yes,Outstanding,Good,,
59,No,Travel_Rarely,Research & Development,Master,Medical,Male,Mid Level,Manufacturing Director,Very High,Single,No,Excellent,Good,,
34,No,Travel_Frequently,Research & Development,Bachelor,Medical,Female,Junior Level,Laboratory Technician,Medium,Divorced,No,Excellent,Best,,
28,No,Travel_Frequently,Research & Development,Master,Medical,Male,Entry Level,Laboratory Technician,High,Single,Yes,Excellent,Good,,
44,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Executive Level,Manager,Low,Divorced,No,Excellent,Good,,
34,No,Travel_Frequently,Human Resources,Bachelor,Life Sciences,Male,Junior Level,Human Resources,Medium,Married,No,Excellent,Best,,
35,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,Entry Level,Research Scientist,High,Married,Yes,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,Master,Medical,Female,Junior Level,Research Scientist,Medium,Married,Yes,Excellent,Better,,
43,No,Travel_Rarely,Sales,Master,Marketing,Female,Mid Level,Sales Executive,Very High,Single,No,Excellent,Best,,
36,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Junior Level,Manufacturing Director,Medium,Single,Yes,Excellent,Better,,
44,Yes,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Mid Level,Healthcare Representative,Very High,Married,No,Excellent,Better,,
28,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Married,Yes,Excellent,Better,,
51,No,Travel_Frequently,Research & Development,College,Medical,Female,Entry Level,Laboratory Technician,High,Single,No,Excellent,Good,,
30,No,Non-Travel,Research & Development,College,Medical,Female,Junior Level,Manufacturing Director,High,Single,Yes,Excellent,Better,,
29,Yes,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Female,Entry Level,Laboratory Technician,High,Divorced,Yes,Excellent,Better,,
28,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Research Scientist,Low,Single,No,Excellent,Good,,
25,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,Medium,Single,No,Excellent,Good,,
32,No,Travel_Rarely,Sales,Bachelor,Medical,Male,Junior Level,Sales Executive,Very High,Married,No,Excellent,Best,,
45,No,Travel_Frequently,Research & Development,Bachelor,Medical,Female,Executive Level,Manager,Medium,Single,No,Outstanding,Better,,
39,No,Travel_Rarely,Research & Development,Master,Medical,Female,Senior Level,Manager,Medium,Divorced,Yes,Excellent,Better,,
58,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Research Scientist,High,Divorced,No,Excellent,Better,,
32,Yes,Travel_Rarely,Research & Development,College,Life Sciences,Male,Junior Level,Laboratory Technician,High,Married,No,Excellent,Better,,
39,Yes,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,Low,Single,No,Excellent,Better,,
30,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Female,Junior Level,Laboratory Technician,Very High,Married,No,Excellent,Better,,
36,No,Travel_Rarely,Research & Development,Master,Technical Degree,Female,Mid Level,Healthcare Representative,High,Married,No,Excellent,Better,,
46,No,Travel_Rarely,Human Resources,College,Life Sciences,Female,Entry Level,Human Resources,Low,Single,No,Excellent,Best,,
28,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Laboratory Technician,Very High,Married,No,Excellent,Better,,
